doc_id,coder_id,flag,ATT,SN,PBC,SAT,BI
82fce0bcbd272843,coder_01,0,1,0,0,0,1
633c2a3da82a6366,coder_01,0,1,1,1,1,1
7e8bc733bcaebccc,coder_01,1,0,0,0,0,0
b1844a6bf275e2ba,coder_01,1,0,0,0,0,0
abe03cc56c7a33ec,coder_01,0,1,0,1,0,1
526e972a161b57e8,coder_01,0,1,1,1,0,0
a23b38d249b450d9,coder_01,0,1,1,1,0,0
9b08aca7358e6c91,coder_01,1,0,0,0,0,0
a21687854ada7fcd,coder_01,0,1,1,1,0,1
a643ddbae76fab0f,coder_01,0,1,0,0,0,0
45412b48bd2b0dcf,coder_01,0,1,0,0,0,0
ed3bd9bbfc466f8a,coder_01,0,1,0,0,0,0
77e96e084642b034,coder_01,0,1,1,1,1,0
69e602815e0737e1,coder_01,1,0,0,0,0,0
8cbcb667cb69f7c7,coder_01,0,1,0,0,0,1
8ca9605024cde9a9,coder_01,0,1,1,0,0,0
b43f4591d78423a5,coder_01,1,0,0,0,0,0
69e19e12d114e983,coder_01,0,1,0,1,1,1
fe47675f8c32939f,coder_01,1,0,0,0,0,0
483806672e9f89c1,coder_01,0,1,1,1,0,0
80b8db92c3960f15,coder_01,0,1,1,0,0,0
6423876cf017311c,coder_01,0,1,0,0,1,1
406556e6ff5e40db,coder_01,0,1,1,0,0,0
69b7b68ee94e61b4,coder_01,0,1,1,0,0,0
cd92cb24c245aed8,coder_01,0,1,1,0,1,0
d3dd05cb7a7a8780,coder_01,1,0,0,0,0,0
e64f668906dd7bfe,coder_01,0,1,0,1,1,1
4b1f406ff6ed1ca9,coder_01,0,1,0,1,1,1
87e88842b25186d2,coder_01,0,1,1,1,1,0
7ba73216f5de8746,coder_01,0,1,0,1,0,0
610f0aa1d683cc55,coder_01,0,1,1,0,0,0
62284900bf69b8b5,coder_01,0,1,1,0,0,1
e64e34b1c4beedaf,coder_01,0,1,1,0,0,0
aba3732d020df14a,coder_01,0,1,0,1,0,0
ebe57db2e3b35171,coder_01,0,1,1,0,1,0
115a389fa5081a88,coder_01,0,1,1,1,1,0
7f36c0cca28dc489,coder_01,0,1,0,1,0,1
c19facdbed1b5aad,coder_01,0,1,0,1,0,0
2bf77bd37ab6d6fe,coder_01,0,1,0,0,0,0
540c3e98424b22a8,coder_01,0,1,0,0,0,0
a6ea0de9ee6a43c5,coder_01,0,1,0,0,0,0
7789b73215c401c1,coder_01,0,1,1,1,1,1
1803926cb351683d,coder_01,0,1,0,1,1,1
f3e39eb1d3b1d48f,coder_01,0,1,0,0,0,0
cfbc64bd475f2499,coder_01,0,1,1,0,1,0
e8bff19665740b8b,coder_01,0,1,0,1,1,1
b6be0de27561dd3a,coder_01,0,1,0,0,0,0
429231e10a40f726,coder_01,0,1,0,0,1,0
12f9533fda2a47e1,coder_01,0,1,0,0,1,0
5d4ac7cf15a29fda,coder_01,0,1,0,0,0,1
ff019e877229d778,coder_01,0,1,0,1,0,1
478f485441b2e4bd,coder_01,0,1,0,0,0,0
a7410464d4466569,coder_01,0,1,1,1,1,0
92b0fbd57a6de27d,coder_01,0,1,1,1,1,1
d815fd9581444db2,coder_01,0,1,0,0,0,0
d57e987fb824abfd,coder_01,1,0,0,0,0,0
311578408b203797,coder_01,0,1,0,0,0,0
0b17884d1a5f3dd7,coder_01,0,1,0,1,0,0
c7e69ce227252546,coder_01,0,1,1,1,0,1
1bb0ee8b98a35872,coder_01,0,1,0,0,0,0
7c041242bef71758,coder_01,0,1,0,1,0,1
dd0f87a31194bbe1,coder_01,0,1,1,1,0,0
2c886b92be2b3be0,coder_01,0,1,0,1,0,1
defb9991976a5a9a,coder_01,0,1,0,0,1,1
00a7c14684622c60,coder_01,0,1,1,0,0,0
a4911321940a7aee,coder_01,0,1,0,0,0,1
10967c36bf1c2575,coder_02,0,1,0,1,0,0
8a0c01693a06078e,coder_02,0,1,1,1,0,0
6b74a4410b565773,coder_02,0,1,0,1,0,0
80d2dc8fa02b035b,coder_02,0,1,0,0,0,1
e1c011e1c5824e2b,coder_02,0,1,0,0,0,1
595ae6c2ab317dd3,coder_02,0,1,0,1,0,0
f18e70af293c09d8,coder_02,0,1,0,1,0,0
ecfca42fecaa5dd8,coder_02,0,1,1,0,0,1
af424282153ec41c,coder_02,0,1,1,0,0,0
10c95b2b8ff1ace0,coder_02,0,1,0,1,1,0
4304de03891fe91e,coder_02,0,1,0,0,0,0
a00eec23dece34e7,coder_02,0,1,0,1,1,0
7e367c1c14cbf662,coder_02,0,1,1,1,0,0
7da7e72218c1dd7e,coder_02,0,1,0,0,0,0
fae669db48c269d1,coder_02,0,1,0,0,0,0
36cd2e9eeedab2f9,coder_02,0,1,0,1,0,1
c9d6f1eca8cab79a,coder_02,0,1,1,0,0,0
1e4bf232dc0b61e2,coder_02,0,1,0,1,0,1
1e409631373c5f58,coder_02,1,0,0,0,0,0
5aff31c545df15f8,coder_02,0,1,0,0,1,1
89a23a01e4184c6c,coder_02,0,1,0,0,0,1
87fcb9b3c99f519a,coder_02,0,1,1,1,1,0
34550fe0892a0744,coder_02,0,1,1,0,0,0
8fb1b7b7087d0795,coder_02,0,1,0,1,0,0
292d5f2242d01b88,coder_02,0,1,0,0,1,0
95a224b8e545520b,coder_02,0,1,0,1,0,0
a5bf5d227a7ccdc3,coder_02,1,0,0,0,0,0
37554fcd9230a43e,coder_02,0,1,1,1,1,0
34319ba146838fe1,coder_02,1,0,0,0,0,0
a255d0bb9b85dcca,coder_02,0,1,0,0,0,0
6e1eea5cc6c1271b,coder_02,0,1,0,0,0,0
81c4b2a4006aaff0,coder_02,0,1,0,1,0,0
ee2fe95dfd99208e,coder_02,0,1,0,1,0,0
eb8f8392134d87e6,coder_02,0,1,0,0,0,0
99e8e9a6a6ab6773,coder_02,0,1,1,1,0,0
43f4caf2a6c50ac1,coder_02,0,1,1,1,0,0
df55704a494f6716,coder_02,0,1,0,0,0,1
a14753f2981f0a64,coder_02,0,1,0,0,0,0
ad516d7560cf85d2,coder_02,1,0,0,0,0,0
8ce68d41db6a63f7,coder_02,0,1,0,1,0,0
a93593403079284d,coder_02,0,1,0,1,0,0
02179e601a8b6759,coder_02,0,1,0,0,0,0
a130352847cefa08,coder_02,0,1,0,1,0,0
003e9e28e07099b1,coder_02,0,1,0,1,0,1
2197c216e2c6cd0c,coder_02,0,1,0,1,0,0
587e34bbcdef9442,coder_02,0,1,0,1,0,1
d52b6cf8ef3b4a62,coder_02,1,0,0,0,0,0
a93b8cdf1ecb82a7,coder_02,1,0,0,0,0,0
ec3444b55485bba5,coder_02,0,1,0,1,0,1
0f86d5d3ec97b8cc,coder_02,0,1,0,0,0,0
030978aa0e1a51a0,coder_02,0,1,0,0,0,1
d452265f06cabae0,coder_02,0,1,1,1,0,1
b4019d5acb466522,coder_02,0,1,0,1,0,1
95b10c65994e8a5c,coder_02,0,1,1,0,0,0
b78299b18bd704ab,coder_02,0,1,0,0,0,0
e3d2a7ce3ffb85a7,coder_02,0,1,0,1,1,1
44e1b2f91eeaab8a,coder_02,0,1,1,1,1,1
6b1ad46dd8b84357,coder_02,0,1,0,1,1,0
08a746c571990f26,coder_02,0,1,1,1,1,0
89259700a8431f59,coder_02,0,1,0,0,0,1
2b51ec0af4a944c4,coder_02,0,1,0,1,0,1
f4b0a80f11465680,coder_02,0,1,1,1,1,0
947a0f839c2880fc,coder_02,0,1,0,0,0,1
ae2a70482d759436,coder_02,0,1,0,1,1,0
ead8b10fec8ba81d,coder_02,0,1,0,1,0,0
157226c5db056386,coder_02,0,1,0,0,1,0
64804e8210de0e09,coder_02,0,1,0,0,0,0
e907ee7342d795be,coder_02,0,1,0,1,0,1
d37aeb384e0e6645,coder_02,0,1,0,0,0,0
de183aa703cfc176,coder_02,0,1,0,0,1,0
76e376ae80698235,coder_02,0,1,1,1,0,0
759ecc798b6c8129,coder_02,0,1,0,0,0,0
9f40ed971b70aff0,coder_02,0,1,1,0,1,1
a5dfe25af9c62ea6,coder_02,0,1,1,0,1,1
291b71ecfb5da047,coder_02,1,0,0,0,0,0
b316776b79830b28,coder_02,0,1,0,1,0,0
1803225cfd93e040,coder_02,0,1,1,0,0,0
8eea54e37936b266,coder_02,0,1,0,0,0,1
2a60d60c8e4ad553,coder_02,1,0,0,0,0,0
f42b9e6503bd9da8,coder_02,0,1,0,0,0,1
a6af5eb2b68c91a0,coder_02,0,1,0,0,0,0
24cc98c9f10b68d1,coder_02,0,1,0,1,0,1
0e72af0aacecd747,coder_02,0,1,1,0,0,0
0132861d036dd8fc,coder_02,0,1,0,1,0,0
82fce0bcbd272843,coder_02,0,1,0,0,0,1
633c2a3da82a6366,coder_02,0,1,1,1,1,1
7e8bc733bcaebccc,coder_02,1,0,0,0,0,0
b1844a6bf275e2ba,coder_02,1,0,0,0,0,0
abe03cc56c7a33ec,coder_02,0,1,0,1,0,1
526e972a161b57e8,coder_02,0,1,1,1,0,0
a23b38d249b450d9,coder_02,0,1,1,1,0,0
9b08aca7358e6c91,coder_02,1,0,0,0,0,0
a21687854ada7fcd,coder_02,0,1,1,1,0,1
a643ddbae76fab0f,coder_02,0,1,0,0,0,0
45412b48bd2b0dcf,coder_02,0,1,0,0,0,0
ed3bd9bbfc466f8a,coder_02,0,1,0,0,0,0
77e96e084642b034,coder_02,0,1,1,1,1,0
69e602815e0737e1,coder_02,1,0,0,0,0,0
8cbcb667cb69f7c7,coder_02,0,1,0,0,0,1
8ca9605024cde9a9,coder_02,0,1,1,0,0,0
93ad7ccb0813b907,coder_02,0,1,0,1,1,0
5a6f5933f6921c69,coder_02,1,0,0,0,0,0
917530fcbe86bcfd,coder_02,0,1,0,1,1,1
6560e2197eb113e9,coder_02,0,1,0,1,0,1
7105a8c03338c74b,coder_02,0,1,0,0,0,0
6bd190b0865f49ee,coder_02,0,1,0,1,1,0
c27c7bfa28a242ee,coder_02,0,1,0,0,0,0
4ddf1b58e47f50b7,coder_02,0,1,0,1,0,0
30c0d7bb7bbae785,coder_02,0,1,0,0,0,0
d6c01526c9270370,coder_02,0,1,0,0,0,0
95ab5c33a818cbef,coder_02,0,1,1,0,0,1
95a083df180c03f0,coder_02,0,1,0,1,1,0
2bb741a0c2d6760b,coder_02,1,0,0,0,0,0
2a4a0da333293042,coder_02,0,1,0,0,0,0
969621346b5414a6,coder_02,0,1,0,1,1,1
c3e6ef2fed3ce730,coder_02,0,1,0,0,1,0
0d52a9143305e204,coder_02,0,1,0,1,0,0
9a4603c9a2fa194e,coder_02,0,1,0,1,0,1
c0c1bef541647e61,coder_02,0,1,0,1,0,0
4fc86fb866cd37d3,coder_02,0,1,0,1,0,0
036a64394f8d30a5,coder_02,0,1,0,0,0,0
52aadb41ff1ac30f,coder_02,0,1,0,1,0,0
31a104466591b8e6,coder_02,0,1,1,0,0,0
f7815f1f1e17f443,coder_02,0,1,1,0,0,0
b7ca63b3342be509,coder_02,0,1,0,1,0,1
2db024e1a6dc1e3c,coder_02,0,1,0,0,0,0
c0f2d6d80d4a5238,coder_02,1,0,0,0,0,0
ef8c0ecf1d96ae4f,coder_02,0,1,0,0,0,1
833b8972834ca888,coder_02,0,1,1,1,0,1
1997a350becaff52,coder_02,0,1,0,0,1,0
ab644f2e14941153,coder_02,0,1,0,1,0,0
14f6e3baa3c0a2fc,coder_02,0,1,0,0,0,0
a58fc02adff20ddb,coder_02,1,0,0,0,0,0
75818b26d1e426f7,coder_02,0,1,0,1,0,1
0f97aabfdfdd4003,coder_02,0,1,0,1,1,1
4a696e86ef80080e,coder_02,0,1,1,0,0,0
055d0a3c69f69cc0,coder_02,0,1,0,0,0,0
cea74810e85a3d48,coder_02,0,1,1,1,0,0
39c80054fc3c4e76,coder_02,0,1,0,1,1,0
94e420d8c84045b9,coder_02,0,1,0,1,0,1
703fc825618a2682,coder_02,0,1,0,0,0,1
dc45751a432e538f,coder_02,0,1,0,1,0,0
1657cada841bb938,coder_02,0,1,0,0,0,1
761d9bb08b16dc24,coder_02,0,1,0,1,0,0
0929f1f77490c090,coder_02,0,1,0,0,0,1
063f791a1582388d,coder_02,0,1,0,0,0,0
a64eb1183038bf2d,coder_02,0,1,0,1,0,1
26d48b2f884758a9,coder_02,0,1,1,1,1,1
0694fc02b24cd1b2,coder_02,0,1,0,0,0,0
59ca5d3a25816878,coder_02,0,1,0,1,0,0
10967c36bf1c2575,coder_03,0,1,0,1,0,0
8a0c01693a06078e,coder_03,0,1,1,1,0,0
6b74a4410b565773,coder_03,0,1,0,1,0,0
80d2dc8fa02b035b,coder_03,0,1,0,0,0,1
e1c011e1c5824e2b,coder_03,0,1,0,0,0,1
595ae6c2ab317dd3,coder_03,0,1,0,1,0,0
f18e70af293c09d8,coder_03,0,1,0,0,0,0
ecfca42fecaa5dd8,coder_03,0,1,0,0,0,1
af424282153ec41c,coder_03,0,1,0,0,0,0
10c95b2b8ff1ace0,coder_03,0,1,0,0,0,0
4304de03891fe91e,coder_03,0,1,0,1,0,0
a00eec23dece34e7,coder_03,0,1,0,1,0,0
7e367c1c14cbf662,coder_03,0,1,1,1,0,0
7da7e72218c1dd7e,coder_03,0,0,0,0,0,0
fae669db48c269d1,coder_03,0,1,0,1,0,0
36cd2e9eeedab2f9,coder_03,0,1,0,0,0,1
c9d6f1eca8cab79a,coder_03,0,0,1,0,0,0
1e4bf232dc0b61e2,coder_03,0,1,0,1,0,0
1e409631373c5f58,coder_03,1,1,0,0,0,0
5aff31c545df15f8,coder_03,0,1,0,0,0,0
89a23a01e4184c6c,coder_03,0,1,0,0,0,0
87fcb9b3c99f519a,coder_03,0,1,0,1,0,0
34550fe0892a0744,coder_03,0,1,1,0,0,0
8fb1b7b7087d0795,coder_03,0,1,0,1,0,0
292d5f2242d01b88,coder_03,0,1,0,0,0,0
95a224b8e545520b,coder_03,0,1,0,0,0,0
a5bf5d227a7ccdc3,coder_03,1,1,1,0,0,0
37554fcd9230a43e,coder_03,0,1,1,0,0,1
34319ba146838fe1,coder_03,1,0,0,0,0,0
a255d0bb9b85dcca,coder_03,0,1,0,0,0,0
6e1eea5cc6c1271b,coder_03,0,1,0,0,0,0
81c4b2a4006aaff0,coder_03,0,1,1,0,0,0
ee2fe95dfd99208e,coder_03,0,1,1,1,0,0
eb8f8392134d87e6,coder_03,0,1,0,0,0,0
99e8e9a6a6ab6773,coder_03,0,1,0,0,0,0
43f4caf2a6c50ac1,coder_03,0,1,0,1,0,0
df55704a494f6716,coder_03,0,1,0,0,0,1
a14753f2981f0a64,coder_03,0,1,0,0,0,0
ad516d7560cf85d2,coder_03,1,0,0,0,0,0
8ce68d41db6a63f7,coder_03,0,1,0,0,0,0
a93593403079284d,coder_03,0,1,0,1,0,0
02179e601a8b6759,coder_03,0,1,0,0,0,0
a130352847cefa08,coder_03,0,1,0,1,0,0
003e9e28e07099b1,coder_03,0,1,0,0,0,0
2197c216e2c6cd0c,coder_03,0,1,0,1,0,0
587e34bbcdef9442,coder_03,0,1,0,1,0,1
d52b6cf8ef3b4a62,coder_03,1,0,1,0,0,0
a93b8cdf1ecb82a7,coder_03,1,0,0,0,0,0
ec3444b55485bba5,coder_03,0,0,0,0,0,0
0f86d5d3ec97b8cc,coder_03,0,1,0,0,0,0
030978aa0e1a51a0,coder_03,0,1,0,0,0,1
d452265f06cabae0,coder_03,0,1,1,0,0,0
b4019d5acb466522,coder_03,0,1,0,1,0,0
95b10c65994e8a5c,coder_03,0,1,1,0,0,0
b78299b18bd704ab,coder_03,0,1,1,0,0,0
e3d2a7ce3ffb85a7,coder_03,0,1,0,1,0,1
44e1b2f91eeaab8a,coder_03,0,0,0,1,0,1
6b1ad46dd8b84357,coder_03,0,1,0,1,0,0
08a746c571990f26,coder_03,0,1,1,0,1,0
89259700a8431f59,coder_03,0,1,0,0,0,0
2b51ec0af4a944c4,coder_03,0,1,0,0,0,0
f4b0a80f11465680,coder_03,0,1,1,1,0,0
947a0f839c2880fc,coder_03,0,1,0,0,0,1
ae2a70482d759436,coder_03,0,1,0,1,0,0
ead8b10fec8ba81d,coder_03,0,1,0,1,0,0
157226c5db056386,coder_03,0,1,0,0,0,0
64804e8210de0e09,coder_03,0,1,0,0,0,0
e907ee7342d795be,coder_03,0,1,0,1,0,0
d37aeb384e0e6645,coder_03,0,1,0,0,0,0
de183aa703cfc176,coder_03,0,1,0,0,0,0
76e376ae80698235,coder_03,0,1,1,0,0,0
759ecc798b6c8129,coder_03,0,1,0,0,0,0
9f40ed971b70aff0,coder_03,0,0,1,0,0,1
a5dfe25af9c62ea6,coder_03,0,1,0,0,0,1
291b71ecfb5da047,coder_03,1,0,0,0,0,0
b316776b79830b28,coder_03,0,1,0,0,0,0
1803225cfd93e040,coder_03,0,1,1,0,0,0
8eea54e37936b266,coder_03,0,1,0,0,0,0
2a60d60c8e4ad553,coder_03,1,1,1,0,0,1
f42b9e6503bd9da8,coder_03,0,1,0,1,0,1
a6af5eb2b68c91a0,coder_03,0,1,0,0,0,0
24cc98c9f10b68d1,coder_03,0,1,0,0,0,0
0e72af0aacecd747,coder_03,0,1,0,0,0,0
0132861d036dd8fc,coder_03,0,1,1,0,0,0
82fce0bcbd272843,coder_03,0,1,0,0,0,0
633c2a3da82a6366,coder_03,0,1,1,1,1,0
7e8bc733bcaebccc,coder_03,1,1,1,0,1,0
b1844a6bf275e2ba,coder_03,1,1,0,0,0,1
abe03cc56c7a33ec,coder_03,0,1,1,1,0,1
526e972a161b57e8,coder_03,0,1,1,1,0,0
a23b38d249b450d9,coder_03,0,1,1,1,0,0
9b08aca7358e6c91,coder_03,1,1,1,1,0,0
a21687854ada7fcd,coder_03,0,1,1,0,0,1
a643ddbae76fab0f,coder_03,0,1,0,0,0,0
45412b48bd2b0dcf,coder_03,0,1,0,0,0,0
ed3bd9bbfc466f8a,coder_03,0,1,0,0,0,0
77e96e084642b034,coder_03,0,1,1,0,0,0
69e602815e0737e1,coder_03,1,1,0,0,0,0
8cbcb667cb69f7c7,coder_03,0,1,0,0,0,0
8ca9605024cde9a9,coder_03,0,1,0,1,0,0
693599303382a70f,coder_03,0,1,0,0,0,0
2c8e84ffd196701a,coder_03,0,1,0,1,0,0
5589c501547d1133,coder_03,0,1,1,0,1,0
90a6798f72c5a773,coder_03,1,1,1,1,0,0
d9265d93b457e6c7,coder_03,1,1,1,0,0,1
c7b3e91ca82973a0,coder_03,0,1,0,0,0,0
af579f54292b44cd,coder_03,0,1,0,0,0,0
b692216898936dbf,coder_03,0,1,0,1,0,1
13b40829063d5698,coder_03,0,1,1,1,0,0
473268953ccc3571,coder_03,1,1,0,0,0,1
e9bfa98c5f2095c9,coder_03,0,1,0,0,0,0
ced982178a5dcf9b,coder_03,0,1,0,0,0,0
509250d06f10a205,coder_03,0,1,0,0,0,0
893a40566b250b1c,coder_03,0,1,1,0,0,0
2567a1f032b94938,coder_03,0,1,1,0,0,0
02459f7817e05f06,coder_03,1,0,0,1,0,0
574114e12a677b14,coder_03,0,1,0,0,0,1
55aeaf57b58f0e14,coder_03,0,1,0,0,0,0
5b525dd7ecbebe7f,coder_03,0,1,1,1,0,0
0ce90b86d79a4227,coder_03,0,1,1,0,0,1
f69777da16a8d9b9,coder_03,0,1,0,0,0,0
f95ce6274c2061ec,coder_03,0,1,0,0,0,0
0b834643fda8ab21,coder_03,0,1,1,1,0,0
63a0189c9777faaf,coder_03,0,1,0,1,0,0
19c9ff30861c670e,coder_03,0,1,0,1,0,0
af5c95434b6ec1ce,coder_03,0,1,0,0,0,0
bf36071ccc9fece2,coder_03,0,1,1,0,0,0
ac76a2cbe38635ae,coder_03,0,1,0,0,0,0
89597909fbb80804,coder_03,0,1,0,0,0,0
fd5cc70aa5438e28,coder_03,1,0,0,0,0,0
8ee82a69d79468b8,coder_03,0,0,0,0,0,0
8f22b7e630feb493,coder_03,0,1,0,1,0,1
a44c554622ffe5ca,coder_03,1,1,1,0,0,0
9ca7bcee040f45ba,coder_03,1,0,0,0,0,0
73433a94c6ffa3bb,coder_03,0,1,0,1,0,0
6641795a7f04d949,coder_03,1,1,0,1,0,0
8b8adc4067287e4b,coder_03,0,1,1,1,0,0
71acbfa52beab04a,coder_03,0,1,1,0,0,0
74ccfce8aa82b320,coder_03,0,1,0,1,0,0
712996fb56291b09,coder_03,0,1,0,0,0,0
1d7cfa57fde5b16e,coder_03,0,0,0,0,0,0
64d2714bf0620dbe,coder_03,0,1,1,1,0,0
6b62790e339f3e5f,coder_03,0,1,0,1,0,0
ebe08b3322979dac,coder_03,0,1,0,0,0,0
06c9937e7b3c62c3,coder_03,0,1,1,0,0,0
13acddb4179e8ace,coder_03,0,0,1,0,0,0
faf5bab3a3682441,coder_03,0,1,1,0,0,0
9209054ac5fd2ebc,coder_03,0,1,0,0,0,1
ebd4bef324de9769,coder_03,1,1,0,0,0,1
dac118b0c41985a1,coder_03,0,1,1,0,0,0
10967c36bf1c2575,coder_04,0,1,0,1,1,0
8a0c01693a06078e,coder_04,0,1,1,1,0,0
6b74a4410b565773,coder_04,0,1,0,1,1,0
80d2dc8fa02b035b,coder_04,0,1,0,1,0,1
e1c011e1c5824e2b,coder_04,0,1,0,0,1,1
595ae6c2ab317dd3,coder_04,0,1,0,1,0,0
f18e70af293c09d8,coder_04,0,1,0,1,0,0
ecfca42fecaa5dd8,coder_04,0,1,1,1,0,1
af424282153ec41c,coder_04,0,1,1,0,1,0
10c95b2b8ff1ace0,coder_04,0,1,1,1,1,0
4304de03891fe91e,coder_04,0,1,0,0,1,0
a00eec23dece34e7,coder_04,0,1,0,1,1,0
7e367c1c14cbf662,coder_04,0,1,1,1,0,0
7da7e72218c1dd7e,coder_04,0,0,0,0,0,0
fae669db48c269d1,coder_04,0,0,1,0,0,0
36cd2e9eeedab2f9,coder_04,0,1,0,1,0,1
c9d6f1eca8cab79a,coder_04,0,1,1,1,0,0
1e4bf232dc0b61e2,coder_04,0,1,1,1,1,1
1e409631373c5f58,coder_04,1,1,0,0,1,1
5aff31c545df15f8,coder_04,0,1,0,0,1,1
89a23a01e4184c6c,coder_04,0,1,0,0,1,1
87fcb9b3c99f519a,coder_04,0,1,0,1,1,0
34550fe0892a0744,coder_04,0,1,1,1,1,0
8fb1b7b7087d0795,coder_04,0,1,0,1,1,0
292d5f2242d01b88,coder_04,0,1,0,0,1,0
95a224b8e545520b,coder_04,0,1,0,0,0,0
a5bf5d227a7ccdc3,coder_04,1,1,1,1,0,0
37554fcd9230a43e,coder_04,0,1,1,1,1,0
34319ba146838fe1,coder_04,1,1,1,1,1,1
a255d0bb9b85dcca,coder_04,0,1,0,1,1,0
6e1eea5cc6c1271b,coder_04,0,1,1,1,1,1
81c4b2a4006aaff0,coder_04,0,1,1,1,1,0
ee2fe95dfd99208e,coder_04,0,1,1,1,1,0
eb8f8392134d87e6,coder_04,0,1,0,1,1,0
99e8e9a6a6ab6773,coder_04,0,1,1,1,0,0
43f4caf2a6c50ac1,coder_04,0,1,0,1,1,0
