doc_id,llm_ATT,llm_SN,llm_PBC,llm_SAT,llm_BI,llm_score_ATT,llm_score_SN,llm_score_PBC,llm_score_SAT,llm_score_BI,llm_flag
40648751a1ac4f2b,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
429231e10a40f726,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
29f30ddc197181e9,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
c9f24855b28b5e81,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
f7815f1f1e17f443,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0
31a104466591b8e6,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
1803225cfd93e040,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
d719e44ea3f8592c,1,0,1,1,0,0.85,0.0,0.9,0.8,0.0,0
158e9586cc28bb28,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
e21b5fbec880e490,1,0,1,1,0,0.9,0.0,0.8,0.9,0.0,0
8eea54e37936b266,1,1,1,1,1,1.0,0.5,0.8,1.0,1.0,0
e04f61cb06445da8,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
0132861d036dd8fc,1,1,1,1,0,0.9,0.8,0.9,0.9,0.0,0
e64f668906dd7bfe,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
42f4ae8e28ba0e6e,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
e367838bd26000b1,1,1,1,1,1,1.0,1.0,0.8,1.0,0.8,0
d452265f06cabae0,1,1,1,1,1,1.0,1.0,0.8,1.0,1.0,0
b761c69ddb1912ae,1,1,0,1,1,1.0,0.8,0.0,0.9,1.0,0
39c80054fc3c4e76,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
fad860b74802a828,1,0,1,1,0,0.6,0.0,0.4,0.6,0.0,0
fdd53442f6d91706,1,0,0,1,0,0.9,0.0,0.0,0.8,0.0,0
e51c730bac31abd0,1,0,0,1,0,0.8,0.0,0.0,0.7,0.0,0
b42362ff457eefb3,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
6ca5ce66732a8dec,1,0,0,1,0,0.2,0.0,0.0,0.2,0.0,0
9a4603c9a2fa194e,1,1,1,1,1,1.0,0.8,0.9,1.0,1.0,0
8d55973d900811b5,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
7e367c1c14cbf662,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
ae2a70482d759436,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
b9f6c3aec8864788,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
366a39c0a5464bab,1,0,1,1,0,0.9,0.0,0.9,0.9,0.0,0
9c0067403626f3be,1,1,1,1,1,1.0,0.5,1.0,1.0,1.0,0
57883d5f991508e0,1,0,1,1,0,0.6,0.0,0.3,0.4,0.0,0
4a9659679d39e894,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
af579f54292b44cd,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
c27c7bfa28a242ee,1,1,0,1,0,1.0,0.8,0.0,1.0,0.0,0
656d96208b11f6e5,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
a6af5eb2b68c91a0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
091b61942dffb784,1,0,1,1,1,0.9,0.0,0.8,0.8,1.0,0
49519893c317a1a7,1,0,1,1,0,0.95,0.0,0.8,0.9,0.0,0
e3d2a7ce3ffb85a7,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
05ad3ebb07b7321c,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
43f4caf2a6c50ac1,1,1,1,1,0,0.9,0.8,0.9,0.9,0.0,0
dd0f87a31194bbe1,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
8ee82a69d79468b8,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
6560e2197eb113e9,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
2d8afdfb00071e19,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
53b0bed69486f04b,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
12a3d84c816f73f6,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
a23b38d249b450d9,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
3509b5e0cd4e3127,1,1,0,1,1,0.9,0.8,0.0,0.9,0.6,0
17c374e4e11d66ed,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
cfbc64bd475f2499,1,1,1,1,0,0.8,0.9,0.7,0.9,0.0,0
761d9bb08b16dc24,1,1,1,1,0,0.9,0.8,0.9,0.8,0.0,0
703fc825618a2682,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
bf36071ccc9fece2,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
5aff31c545df15f8,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
b78299b18bd704ab,1,1,1,1,0,1.0,0.5,0.5,1.0,0.0,0
26eae2c592f85ee0,1,1,1,1,0,1.0,0.8,0.9,0.9,0.0,0
12f9533fda2a47e1,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
414f8089afd3430e,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
2210cdda65f5d08c,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
a00eec23dece34e7,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
1baaf1b72a0c969e,1,0,0,1,0,0.9,0.0,0.0,0.9,0.0,0
ed3bd9bbfc466f8a,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
80219744f5c5fbb2,1,1,1,1,0,0.8,1.0,0.9,0.7,0.0,0
aac75dafdb8e1f58,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
77e96e084642b034,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
a130352847cefa08,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
44e1b2f91eeaab8a,1,1,1,1,1,0.9,0.8,0.9,0.9,1.0,0
62284900bf69b8b5,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
926d138bba90825b,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
86307c852003f85b,1,0,0,1,0,0.9,0.0,0.0,0.9,0.0,0
243fab856fcb9106,1,1,1,1,0,0.9,0.8,0.7,0.8,0.0,0
c449e9c8464460a7,1,0,1,1,0,0.9,0.0,0.9,0.8,0.0,0
82fce0bcbd272843,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
67cd2bd018c9faac,1,0,1,1,1,0.9,0.0,0.8,0.8,1.0,0
0eff9422bdf9d817,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,1
7ac7bd110859a7d4,1,0,1,1,1,0.9,0.0,0.9,0.8,0.9,0
2739ca5537423553,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
3a3c35b6f07ebd31,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
ff3ebbf0edc9a177,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
bcd89f044345835d,1,1,1,1,0,1.0,1.0,0.5,1.0,0.0,0
d6c01526c9270370,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
151eb0230b93bf71,1,1,1,1,0,0.9,0.8,0.8,0.8,0.0,0
cace08bc0fb88539,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
0f86d5d3ec97b8cc,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
a6ea0de9ee6a43c5,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
975afdc14dbfd822,1,1,1,1,1,1.0,1.0,0.8,1.0,1.0,0
9e360450a2d72654,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
6b1ad46dd8b84357,1,0,1,1,0,0.9,0.0,0.9,0.9,0.0,0
eb87b363649e25e2,1,1,1,1,0,0.95,0.8,0.9,0.9,0.0,0
6423876cf017311c,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
712996fb56291b09,1,1,0,1,0,1.0,0.5,0.0,1.0,0.0,0
7bbacd8b61d398c7,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
9b56bbb4d8e203d6,1,0,0,1,0,0.9,0.0,0.0,0.8,0.0,0
030978aa0e1a51a0,1,0,0,0,1,0.9,0.0,0.0,0.0,1.0,0
ec3444b55485bba5,1,0,1,1,1,0.9,0.0,0.8,0.8,0.9,0
c8a89061b4d5536a,1,1,1,1,1,1.0,1.0,0.8,1.0,1.0,0
932cc2857a0472f6,1,1,0,0,0,0.8,0.9,0.0,0.0,0.0,0
a2c05e2dd1e83eb7,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0
c01201eb7f401c2f,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
595ae6c2ab317dd3,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
e64e34b1c4beedaf,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
0de07906f9d010ad,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
cdd8766419fcf567,1,1,1,1,1,1.0,0.5,0.5,1.0,0.5,0
74ccfce8aa82b320,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
43a986242eeb1cab,1,0,1,0,0,0.6,0.0,0.7,0.0,0.0,0
1850605ca29d4ba2,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
71acbfa52beab04a,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
8aaf0ba65884f116,1,0,0,1,1,0.3,0.0,0.0,0.2,0.0,0
c7e69ce227252546,1,1,1,1,1,1.0,1.0,0.8,1.0,1.0,0
4d514c0aa2fef60c,1,0,1,1,1,1.0,0.0,0.8,0.9,1.0,0
4a696e86ef80080e,1,1,0,1,0,0.9,0.8,0.0,0.8,0.0,0
893a40566b250b1c,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
80eaf6e80a9757fe,1,1,0,1,0,0.9,0.8,0.0,0.8,0.0,0
80d2dc8fa02b035b,1,0,0,1,1,0.9,0.0,0.0,0.8,0.9,0
93ad7ccb0813b907,1,0,1,1,0,0.6,0.0,0.8,0.5,0.0,0
075df893cac68fae,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
c687afab2c9e87da,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
dd95d41ef305e027,1,0,0,1,0,0.2,0.0,0.0,0.2,0.0,0
0ce90b86d79a4227,1,1,1,1,1,0.8,0.9,0.7,0.6,1.0,0
50bafa1f7c36006b,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
ead8b10fec8ba81d,1,0,1,1,0,0.85,0.0,0.9,0.75,0.0,0
157226c5db056386,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
525a0a66b8dd2738,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
d815fd9581444db2,1,0,0,1,0,0.9,0.0,0.0,0.8,0.0,0
8f22b7e630feb493,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
7c041242bef71758,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
0a08a1cac37b683a,1,1,1,1,0,0.8,0.9,0.9,0.7,0.0,0
036a64394f8d30a5,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
631d7503bcbc77ab,1,1,1,1,1,1.0,1.0,0.8,1.0,1.0,0
8d779fcd1ff2659f,1,1,1,1,0,1.0,0.5,1.0,1.0,0.0,0
c19facdbed1b5aad,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
eb8f8392134d87e6,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
af56ae503ff89db2,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
69e19e12d114e983,1,1,1,1,1,1.0,0.5,1.0,1.0,1.0,0
0d52a9143305e204,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
f18e70af293c09d8,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
f78139d0c97df944,1,0,1,1,0,1.0,0.0,0.8,0.9,0.0,0
fae669db48c269d1,1,0,0,1,0,0.5,0.0,0.0,0.5,0.0,0
7410c7dbcc7c67a5,1,1,0,1,1,1.0,0.8,0.0,1.0,1.0,0
27647753b6914f91,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
cf2dff01dbd83722,1,1,1,1,1,1.0,0.8,0.9,1.0,1.0,0
610f0aa1d683cc55,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
16146890efc6974d,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
beb86923741eb185,1,1,1,1,1,1.0,0.8,0.9,1.0,1.0,0
8fb1b7b7087d0795,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
01834b57ea3e7677,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
69b7b68ee94e61b4,1,1,0,1,1,0.8,0.9,0.0,0.7,0.9,0
947a0f839c2880fc,1,0,0,1,1,0.9,0.0,0.0,0.8,1.0,0
9bdcba3d101287e4,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
f5325f6d7943bfa8,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
2623ec5fa72e48c6,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
406556e6ff5e40db,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
ebe57db2e3b35171,1,0,0,1,0,0.8,0.0,0.0,0.9,0.0,0
77064e4364aef2d2,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
64d2714bf0620dbe,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
5483443fb5f52aba,1,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0
0929f1f77490c090,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
6dcc836a72fc3057,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
6e1eea5cc6c1271b,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
9f40ed971b70aff0,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
e9bfa98c5f2095c9,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
284db35bd4329940,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
eb9b86479464a110,1,1,0,1,0,1.0,0.5,0.0,1.0,0.0,0
1997a350becaff52,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
44a6199c6fb8f6ea,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
2b51ec0af4a944c4,1,0,1,1,1,1.0,0.0,0.8,1.0,1.0,0
d2f0345cc5031445,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
bb1907f7877a23aa,1,0,1,1,0,0.85,0.0,0.9,0.8,0.0,0
a14753f2981f0a64,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
9f9dd71f78741fd0,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
bbec17190023093d,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
540c3e98424b22a8,1,0,0,1,0,0.8,0.0,0.0,0.7,0.0,0
9209054ac5fd2ebc,1,0,1,1,1,0.9,0.0,0.8,0.9,1.0,0
7c8761f86c052321,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
5159b0feccd45775,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
a5dfe25af9c62ea6,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
dca6a6e0065962e2,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
d9991bb18a854344,1,0,0,1,0,0.9,0.0,0.0,0.8,0.0,0
d8547a6b5fd3d3fb,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
7e40009df820bd05,1,1,0,1,0,0.5,0.5,0.0,0.4,0.0,0
dc45751a432e538f,1,1,1,1,1,0.9,0.8,0.9,0.8,0.7,0
ca42e577de6ad444,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
69fb6503eb33da35,1,0,1,0,1,0.9,0.0,0.9,0.0,1.0,0
3f605ad4238e6b69,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
b999b322a45fe22f,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,0
72345b764fb7f8a8,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
01e9640a592e7d2c,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
16b573dccec2a201,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
574114e12a677b14,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
a5ca257262dc1953,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
eb5997a513a3d01f,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
bc02d31ed880fa01,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
8e6cdf2d2569a510,1,1,1,1,0,0.9,0.8,0.8,0.9,0.0,0
b624f4ff10243771,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
11b1952a55369329,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
b4019d5acb466522,1,1,1,1,1,1.0,0.5,1.0,1.0,1.0,0
c0c1bef541647e61,1,1,1,1,0,0.3,0.5,0.8,0.2,0.0,0
112db47a929309a6,1,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0
a21687854ada7fcd,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
c95ca5784779f40a,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
af5c95434b6ec1ce,1,0,0,1,0,0.7,0.0,0.0,0.4,0.0,0
12509e3309b20963,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
fd1d8d262aad71a0,1,1,1,1,0,0.8,0.5,0.6,0.7,0.0,0
4ddf1b58e47f50b7,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
aba3732d020df14a,1,1,1,1,0,0.9,0.8,0.9,0.8,0.0,0
fb243cccb0f5b94e,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
89259700a8431f59,1,0,0,1,1,0.9,0.0,0.0,0.8,1.0,0
804d5cfaa72e48cc,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
0e72af0aacecd747,1,1,0,0,0,1.0,0.5,0.0,0.0,0.0,0
d37aeb384e0e6645,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
a4441bda6d7db968,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
61717df242dbef8a,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
5b525dd7ecbebe7f,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
5aad713b75ebb9c0,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
7d36851bffd630df,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
c4876a0e1c172484,1,1,0,1,1,1.0,0.5,0.0,1.0,1.0,0
1d7cfa57fde5b16e,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
a8cfca8da746fad9,1,1,1,1,1,0.9,0.8,0.8,0.9,0.9,0
4355e850f8148baf,1,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0
1ff1a8f4ebbf47ba,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
845d294de551e8ea,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
055d0a3c69f69cc0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
87e88842b25186d2,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
509250d06f10a205,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
ef8c0ecf1d96ae4f,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
e8a9c1b19b4ecda9,1,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0
657c38035ab9803a,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
432fc4506e697735,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
e504d03127399213,1,0,1,1,0,0.7,0.0,0.8,0.6,0.0,0
2aa03c29672362b6,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
2bf77bd37ab6d6fe,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
f95ce6274c2061ec,1,0,0,1,0,0.9,0.0,0.0,0.8,0.0,0
5b316aa22634c14e,1,0,0,1,0,0.3,0.0,0.0,0.2,0.0,0
2c151581119152c3,1,0,1,1,1,1.0,0.0,0.8,1.0,1.0,0
af424282153ec41c,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
8cbcb667cb69f7c7,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
f048c525873bd4dc,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
95a083df180c03f0,1,1,1,1,0,0.2,0.8,0.3,0.1,0.0,0
8b8adc4067287e4b,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
37554fcd9230a43e,1,1,1,1,0,0.95,0.9,0.8,0.9,0.0,0
6ffa16b437af481e,1,1,1,1,0,0.9,0.8,0.8,0.8,0.0,0
3e1d8d12f033a427,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
7f629dce7f63d035,1,1,1,1,0,0.9,0.8,0.7,0.8,0.0,0
f2f4addea79a83f6,1,0,1,1,0,0.05,0.0,0.2,0.05,0.0,0
41240f06f09974c6,1,0,1,1,1,0.9,0.0,0.8,0.8,1.0,0
a0ee543b6cd0c1b7,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
ced982178a5dcf9b,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
36cd2e9eeedab2f9,1,1,1,1,1,1.0,0.5,1.0,1.0,1.0,0
063f791a1582388d,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
87fcb9b3c99f519a,1,1,1,1,0,1.0,0.5,1.0,0.8,0.0,0
833b8972834ca888,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
76e376ae80698235,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
292d5f2242d01b88,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
2e1486dd5855f7d9,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
06c9937e7b3c62c3,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
0f3a6e354ae5150b,1,1,1,1,1,0.95,0.8,0.9,0.95,0.9,0
cfe5c146bcc15ab1,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
4e14a7bfd5fa01e8,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
e5c0145e2c7f4458,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
1bb0ee8b98a35872,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
89a23a01e4184c6c,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
15187669f0945d0a,1,0,1,1,0,0.5,0.0,0.8,0.4,0.0,0
058136ae8c747e7f,1,0,1,0,1,0.8,0.0,0.9,0.0,1.0,0
af411e27a72c2ffb,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
7dd7081cc3995594,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
0da1f6c78259bc09,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
ce44ef4c9c5ccb79,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0
c3e6ef2fed3ce730,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
c7b3e91ca82973a0,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
073caaa812b71f47,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
e9d1b9955f471667,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
b692216898936dbf,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
6b74a4410b565773,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
1f3e5237669b4124,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
a643ddbae76fab0f,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
9df49156eb5de976,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
759ecc798b6c8129,1,0,0,1,0,0.9,0.0,0.0,0.8,0.0,0
b316776b79830b28,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
652870333fa9a051,1,0,1,1,0,1.0,0.0,0.8,1.0,0.0,0
f90196a9a30a3c4c,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
