doc_id,ATT,SN,PBC,SAT,BI,n_coders,n_tokens,hits_ATT,hits_SN,hits_PBC,hits_SAT,hits_BI,pres_ATT,pres_SN,pres_PBC,pres_SAT,pres_BI,enc_ATT,nli_ATT,enc_SN,nli_SN,enc_PBC,nli_PBC,enc_SAT,nli_SAT,enc_BI,nli_BI,band,llm_ATT,llm_SN,llm_PBC,llm_SAT,llm_BI,llm_score_ATT,llm_score_SN,llm_score_PBC,llm_score_SAT,llm_score_BI,llm_flag
b6be0de27561dd3a,1,0,0,0,0,1,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4421424,0.8504065275192261,-0.6885067,0.9071478843688965,0.83304,0.6423763632774353,-0.52453256,0.9965837001800537,-0.49006027,0.005405900068581104,40-70,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
ac5bfc4f969ed2cc,1,0,1,0,1,1,210.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.46761775,0.9562681317329407,0.09264225,0.07483763247728348,2.149609,0.8312115669250488,2.009258,0.9978842735290527,0.16676342,0.9828068017959595,120+,1,0,1,1,1,1.0,0.0,0.9,1.0,1.0,0
ecfca42fecaa5dd8,1,1,0,0,1,10,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08565534,0.9464977979660034,-0.6843637,0.9901401400566101,-0.81594235,0.1038394495844841,-0.50369203,0.9971160292625427,-0.47140816,0.9594213366508484,40-70,1,1,0,1,1,1.0,0.5,0.0,1.0,1.0,0
1c8a567c8fca1f3b,1,0,0,1,0,1,71.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.95041215,0.8504064679145813,-0.75025165,0.7238466143608093,0.8423737,0.29386022686958313,3.744603,0.9996533393859863,-0.52783453,0.02031291276216507,70-120,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
845a24e46ce951ae,1,0,1,0,1,1,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.363229,0.9099470973014832,-0.66428524,0.9801293015480042,-0.77934235,0.04795810207724571,-0.48877025,0.9936487674713135,-0.468952,0.9074763059616089,70-120,1,0,1,1,1,0.9,0.0,0.9,0.9,1.0,1
f42b9e6503bd9da8,1,0,0,0,1,10,85.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.4620018,0.9194257855415344,-0.71306664,0.9809491038322449,2.1532135,0.4420492947101593,-0.5417004,0.9799765348434448,1.944542,0.994347095489502,70-120,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
9ec854b8817bd88d,1,1,0,1,0,1,34.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.4540216,0.7101762294769287,1.3655299,0.9597997665405273,-0.8050947,0.11338309198617935,-0.49349067,0.9971216917037964,-0.5171494,0.06512754410505295,15-40,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
02c5abc2c6f12a13,1,1,0,0,0,1,82.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.4372588,0.1534857153892517,1.3588703,0.9958900809288025,-0.81269366,0.020332353189587593,-0.5167144,0.9956091642379761,-0.49313685,0.08035746961832047,70-120,1,1,0,1,0,0.8,1.0,0.0,0.9,0.0,0
67e74c5ef616796a,1,0,0,1,1,1,131.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.3813392,0.9859363436698914,-0.7105588,0.777679979801178,-0.84324247,0.25692522525787354,-0.5088049,0.9864025115966797,2.0308464,0.19155441224575043,120+,1,1,1,1,1,1.0,0.5,1.0,1.0,1.0,0
5d4ac7cf15a29fda,1,0,0,0,1,1,48.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.09126251,0.9334308505058289,-0.68714595,0.9776285290718079,-0.8223787,0.17560875415802002,-0.5086645,0.9955142140388489,-0.4720925,0.9845754504203796,40-70,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,0
8ce68d41db6a63f7,1,0,1,0,0,10,136.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.7392694,0.3568948209285736,1.3173329,0.7271043062210083,0.9130805,0.33687618374824524,-0.51528686,0.7812471985816956,-0.52312887,0.035712167620658875,120+,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
92b0fbd57a6de27d,1,1,1,1,1,1,202.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.565909,0.9649212956428528,0.18735759,0.9857866764068604,1.0598577,0.008461997844278812,2.1480958,0.9965502619743347,0.3491376,0.9505947828292847,120+,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
7ab168a2238884e7,1,0,0,1,0,1,91.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.111914836,0.9663470983505249,-0.6882275,0.9855382442474365,-0.8095057,0.7326396703720093,-0.5250325,0.9690325260162354,-0.48018318,0.049635063856840134,70-120,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
c6cbe07a2c8522c4,1,0,1,0,0,1,47.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7697963,0.8092759847640991,-0.68413895,0.9641867876052856,0.8174399,0.0123123275116086,-0.50227803,0.987301766872406,-0.48677462,0.012527931481599808,40-70,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
1fc2e275babe7597,1,1,0,1,0,1,90.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.5322747,0.9714016318321228,1.3171718,0.9927391409873962,0.876542,0.012077060528099537,-0.52658206,0.9755769371986389,-0.510783,0.2556222975254059,70-120,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
83dc0e65fb2fb0b5,1,0,1,0,0,1,71.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.80028564,0.9433475732803345,-0.7160717,0.9782395958900452,-0.8147059,0.13050688803195953,-0.50507027,0.9962199330329895,-0.48578534,0.9980353116989136,70-120,1,1,1,1,1,1.0,0.5,0.5,1.0,1.0,0
4e1d9543d5d7b9ba,1,0,1,1,0,1,386.0,6.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.1692798,0.2529372274875641,0.010568469,0.045268092304468155,1.0678296,0.9858821034431458,-0.2426762,0.9959849119186401,0.1623793,0.0063021220266819,120+,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
d7389c7994562d97,1,0,1,1,1,1,85.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.84648913,0.8848875164985657,-0.7079323,0.9789755940437317,-0.8255244,0.9139072895050049,-0.51203954,0.9941460490226746,2.0244896,0.9775214791297913,70-120,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
1820f020d783829f,1,0,1,1,1,1,58.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8310777,0.9445360898971558,-0.74637604,0.5930790901184082,-0.8258262,0.929248034954071,-0.48907754,0.9912548065185547,-0.48163676,0.9741658568382263,40-70,1,0,1,1,1,1.0,0.0,0.8,1.0,1.0,0
68c8bdd3ddde5fa4,1,1,1,1,1,1,160.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0227733,0.9735190272331238,0.011379574,0.9940428137779236,-0.35538855,0.0061331759206950665,-0.28478447,0.2351083755493164,0.21670789,0.9800148010253906,120+,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
34ef3f4b24e4e9c6,1,0,1,0,1,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.432429,0.9235234260559082,-0.68189,0.9946255087852478,-0.82156086,0.010714439675211906,-0.4995836,0.9968087077140808,-0.47426116,0.9943908452987671,70-120,1,0,1,1,1,1.0,0.0,0.8,1.0,1.0,0
a4911321940a7aee,1,0,0,0,1,1,41.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.3086915,0.9863105416297913,1.3707023,0.9315870404243469,-0.83037215,0.07716922461986542,-0.48204863,0.997977077960968,2.0523336,0.9866105318069458,40-70,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
40648751a1ac4f2b,1,0,1,1,0,1,54.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.4444627,0.988346517086029,1.4656968,0.07483761757612228,0.93110836,0.5478496551513672,3.6736643,0.9988818168640137,-0.5705447,0.05389914661645889,40-70,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
429231e10a40f726,1,0,0,1,0,1,113.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.03623644,0.9974090456962585,1.4857641,0.06675145775079727,2.0161445,0.036977555602788925,1.9938692,0.9982247352600098,-0.46531412,0.042166538536548615,70-120,1,1,1,1,0,1.0,0.8,0.9,1.0,0.0,0
29f30ddc197181e9,1,0,0,0,0,1,142.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.14795037,0.9681110382080078,1.5862057,0.9734434485435486,2.7112067,0.937325656414032,2.1025147,0.9989308714866638,-0.19393574,0.013222822919487953,120+,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
c9f24855b28b5e81,1,1,0,0,1,1,23.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.3680062,0.9981469511985779,1.4218948,0.9900636076927185,1.8599588,0.9680506587028503,-0.5136905,0.9992591738700867,1.9866934,0.9721251130104065,15-40,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
f7815f1f1e17f443,1,1,0,0,0,1,40.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.74765027,0.9960775375366211,1.364712,0.9898695945739746,0.86573344,0.03941638395190239,-0.50142664,0.997236967086792,-0.49413943,0.5235307216644287,40-70,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0
31a104466591b8e6,1,1,0,0,0,1,59.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.065484755,0.9882221221923828,1.3699427,0.9912209510803223,0.77865905,0.0991208478808403,-0.5134998,0.9957766532897949,-0.49395764,0.9527502655982971,40-70,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
1803225cfd93e040,1,1,0,0,0,10,94.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7209257,0.9993423223495483,-0.7015018,0.9847670793533325,-0.8262822,0.9191358685493469,-0.5161148,0.9979612827301025,-0.48933032,0.1483553946018219,70-120,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
d719e44ea3f8592c,1,0,0,0,0,1,400.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0595152,0.07075197249650955,-0.13715571,0.11864014714956284,1.0542538,0.0026939145755022764,-0.28158188,0.7938261032104492,0.018484134,0.0021198310423642397,120+,1,0,1,1,0,0.85,0.0,0.9,0.8,0.0,0
158e9586cc28bb28,1,1,0,0,0,1,153.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5753945,0.767646312713623,0.14593796,0.9918279647827148,2.252187,0.06828854233026505,-0.2411704,0.8791986107826233,0.18949288,0.08471965789794922,120+,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0
e21b5fbec880e490,1,0,1,0,0,1,74.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9637111,0.9655439853668213,-0.6632505,0.8710914850234985,1.9759866,0.3327980935573578,-0.49657726,0.9957103729248047,-0.527228,0.01186912227421999,70-120,1,0,1,1,0,0.9,0.0,0.8,0.9,0.0,0
8eea54e37936b266,1,0,1,0,1,10,49.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.05117336,0.9426652789115906,1.4233558,0.28393030166625977,-0.79723245,0.8592508435249329,-0.5104287,0.9885693788528442,2.0456429,0.9959849119186401,40-70,1,1,1,1,1,1.0,0.5,0.8,1.0,1.0,0
e04f61cb06445da8,1,0,1,0,1,1,57.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.07559593,0.08756384253501892,-0.6898529,0.1565556824207306,0.800571,0.9763782024383545,-0.5036383,0.9692661166191101,-0.48893142,0.9817882180213928,40-70,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
0132861d036dd8fc,1,0,1,0,0,10,140.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.8149712,0.07716921716928482,2.9706733,0.9843964576721191,2.0541801,0.04385456442832947,-0.3691934,0.9311501383781433,-0.19338174,0.0030933867674320936,120+,1,1,1,1,0,0.9,0.8,0.9,0.9,0.0,0
e64f668906dd7bfe,1,0,1,1,1,1,42.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7956966,0.9978342056274414,-0.6982795,0.7295679450035095,-0.8221332,0.7844016551971436,-0.5012063,0.9997326135635376,2.0184999,0.994949460029602,40-70,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,0
42f4ae8e28ba0e6e,1,0,0,0,0,1,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.11255276,0.006338921841233969,-0.6983331,0.0626743733882904,-0.822793,0.534018337726593,-0.5027249,0.0487670972943306,-0.47586045,0.0013564018299803138,40-70,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
e367838bd26000b1,1,1,0,0,0,1,145.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.171362,0.7219392657279968,0.038069695,0.9759464859962463,-0.42950672,0.020081011578440666,2.106794,0.9915052056312561,0.22475307,0.03923192247748375,120+,1,1,1,1,1,1.0,1.0,0.8,1.0,0.8,0
d452265f06cabae0,1,1,1,0,1,10,147.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5886841,0.9779466986656189,2.655897,0.9923192858695984,1.1032101,0.007204769179224968,3.319744,0.9966819882392883,2.478853,0.9786107540130615,120+,1,1,1,1,1,1.0,1.0,0.8,1.0,1.0,0
b761c69ddb1912ae,1,1,1,0,1,1,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.093347564,0.9175246357917786,-0.7011367,0.9981215000152588,-0.8240141,0.8610715270042419,-0.511428,0.9896318316459656,-0.47294033,0.9988235831260681,40-70,1,1,0,1,1,1.0,0.8,0.0,0.9,1.0,0
39c80054fc3c4e76,1,0,1,1,0,1,58.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.7763387,0.9816831350326538,-0.7455808,0.03901166841387749,-0.8660317,0.31189820170402527,2.049287,0.998507559299469,-0.51283926,0.0384661927819252,40-70,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
fad860b74802a828,1,0,1,0,0,1,194.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3459459,0.0006035309052094817,0.014619704,0.005630962084978819,1.0939909,0.0011181937297806144,-0.26867622,0.00682395463809371,0.021592759,0.008560892194509506,120+,1,0,1,1,0,0.6,0.0,0.4,0.6,0.0,0
fdd53442f6d91706,1,0,0,0,0,1,97.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.03574594,0.17902764678001404,-0.7079267,0.9898499250411987,-0.8008262,0.007937994785606861,2.055676,0.957277774810791,-0.49027556,0.010986942797899246,70-120,1,0,0,1,0,0.9,0.0,0.0,0.8,0.0,0
e51c730bac31abd0,1,0,1,0,0,1,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4142804,0.013096003793179989,-0.7093537,0.03053094632923603,0.7705583,0.7267650365829468,-0.49445003,0.017143769189715385,-0.48677254,0.00682395463809371,40-70,1,0,0,1,0,0.8,0.0,0.0,0.7,0.0,0
b42362ff457eefb3,1,0,1,0,0,1,60.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8242796,0.32487764954566956,-0.68647516,0.00999422837048769,-0.81223446,0.013070785440504551,-0.5070439,0.9325762391090393,-0.4831786,0.004442394245415926,40-70,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
6ca5ce66732a8dec,0,0,0,0,0,1,140.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.023647787,0.000317508791340515,-0.63330853,0.0006745558930560946,0.9367197,9.610241977497935e-05,-0.5075301,6.229333666851744e-05,2.0964768,0.00041406950913369656,120+,1,0,0,1,0,0.2,0.0,0.0,0.2,0.0,0
9a4603c9a2fa194e,1,0,1,0,1,1,83.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.104213394,0.2906787693500519,-0.68597335,0.9948202967643738,-0.7839942,0.08985311537981033,-0.5027082,0.973087728023529,-0.47602656,0.9645892381668091,70-120,1,1,1,1,1,1.0,0.8,0.9,1.0,1.0,0
8d55973d900811b5,1,0,1,0,0,1,37.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3155613,0.9951608777046204,-0.74004745,0.10466020554304123,-0.8311541,0.048767104744911194,-0.5028255,0.9993845224380493,-0.48922032,0.030185982584953308,15-40,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
7e367c1c14cbf662,1,1,1,0,0,10,51.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0558199,0.48391038179397583,1.3537451,0.9965770244598389,0.813973,0.05227922275662422,-0.5161424,0.984351396560669,-0.49515694,0.2876177132129669,40-70,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
ae2a70482d759436,1,0,1,1,0,10,96.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.3264096,0.9838005304336548,-0.72795403,0.3549359440803528,0.80740696,0.10026027262210846,3.4412732,0.9987404346466064,-0.44658017,0.06383160501718521,70-120,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0
b9f6c3aec8864788,1,1,1,0,0,1,74.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.07485437,0.15159210562705994,1.3770089,0.9874720573425293,0.8071789,0.20713452994823456,-0.4982885,0.9602121710777283,-0.47930282,0.023689473047852516,70-120,1,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0
366a39c0a5464bab,1,0,1,0,0,1,80.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.020875476,0.06853749603033066,-0.6816754,0.019889743998646736,0.8149121,0.8018582463264465,-0.4984494,0.9953181743621826,-0.47383583,0.02124669961631298,70-120,1,0,1,1,0,0.9,0.0,0.9,0.9,0.0,0
9c0067403626f3be,1,0,1,0,1,1,111.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.057267915,0.998932957649231,-0.6915719,0.8397996425628662,2.0081515,0.6466276049613953,-0.5256718,0.9992985725402832,-0.47617766,0.9779887199401855,70-120,1,1,1,1,1,1.0,0.5,1.0,1.0,1.0,0
57883d5f991508e0,1,0,1,1,0,1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4214891,0.004231587518006563,-0.6798196,0.009689717553555965,-0.82448405,0.00021194235887378454,-0.50834334,0.010902374982833862,-0.48514596,0.0018102108733728528,40-70,1,0,1,1,0,0.6,0.0,0.3,0.4,0.0,0
4a9659679d39e894,1,1,0,1,0,1,102.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.3827351,0.5841673612594604,1.4567499,0.9825072288513184,0.77103585,0.8311430811882019,-0.5134256,0.9759464859962463,-0.48512578,0.23952718079090118,70-120,1,1,1,1,0,1.0,1.0,0.8,1.0,0.0,0
af579f54292b44cd,1,0,0,0,0,1,48.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.78782016,0.0810093805193901,1.390581,0.9937586784362793,-0.8165491,0.7311545610427856,-0.50080925,0.8403900861740112,-0.4955853,0.010348135605454445,40-70,1,1,0,1,1,1.0,1.0,0.0,1.0,1.0,0
c27c7bfa28a242ee,1,0,0,0,0,1,54.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.07788654,0.8249560594558716,1.3179626,0.9730364680290222,-0.8096555,0.06644792854785919,3.662588,0.9488698840141296,-0.5064594,0.0026991665363311768,40-70,1,1,0,1,0,1.0,0.8,0.0,1.0,0.0,0
656d96208b11f6e5,1,0,0,0,0,1,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4247069,0.03365296497941017,-0.69407314,0.7105780839920044,0.8300913,0.03419705852866173,-0.517005,0.8384814858436584,-0.48631224,0.005598248913884163,15-40,1,0,1,1,0,0.9,0.0,0.8,0.8,0.0,0
a6af5eb2b68c91a0,1,0,0,0,0,10,39.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.071640216,0.9825909733772278,-0.7138682,0.9593451619148254,0.79147804,0.5929760336875916,1.952517,0.9938430190086365,-0.5130223,0.23074635863304138,15-40,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0
091b61942dffb784,1,0,1,0,1,1,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.3834656,0.019475216045975685,-0.6934978,0.42736685276031494,0.81593376,0.9369805455207825,-0.5370472,0.9646225571632385,2.0562513,0.9932156205177307,40-70,1,0,1,1,1,0.9,0.0,0.8,0.8,1.0,0
49519893c317a1a7,1,0,1,0,0,1,123.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.3023223,0.8492224812507629,-0.71911347,0.1406310498714447,0.8083836,0.6076340675354004,-0.51559955,0.9967586398124695,-0.4936024,0.05712397024035454,120+,1,0,1,1,0,0.95,0.0,0.8,0.9,0.0,0
